rip_upc,item_id,item_code,match_method,match_score,rip_description,item_description,has_po_history
10744607103241,8144,4460706320,desc_match,0.75,EL JIMADOR TEQUILA LARGE SIZES,EL JIMADOR  ANEJO  TEQUILA,1
10744607103357,8144,4460706320,desc_match,0.75,EL JIMADOR TEQUILA   SMALL SIZES ONLY SMALL SIZES,EL JIMADOR  ANEJO  TEQUILA,1
10744607103470,8144,4460706320,desc_match,0.75,EL JIMADOR TEQUILA   SMALL SIZES ONLY SMALL SIZES,EL JIMADOR  ANEJO  TEQUILA,1
10744607109625,8144,4460706320,desc_match,0.75,EL JIMADOR TEQUILA LARGE SIZES,EL JIMADOR  ANEJO  TEQUILA,1
107826700000,10982,8811015058,desc_match,1.0,HENNESSY VS 1.75L,HENNESSY VS 1.75 L,1
107966276,24547,1722471020,desc_match,1.0,BONANZA CABERNET SAUVIGNON 1.5L,BONANZA CABERNET SAUVIGNON ,1
107972550,17237,1722472010,desc_match,1.0,CAYMUS CABERNET SAUVIGNON SPECIAL SELECTION   6PK = FULL CASE 750ML,CAYMUS SPECIAL SELECTION ,1
107973013,6886,3330200170,desc_match,0.75,CAYMUS CABERNET SAUVIGNON NAPA VALLEY 375ML,B SIDE CABERNET NAPA VALLEY,1
107973014,6886,3330200170,desc_match,0.75,CAYMUS NAPA VALLEY CABERNET SAUVIGNON LITERS,B SIDE CABERNET NAPA VALLEY,1
107973015,6886,3330200170,desc_match,0.75,CAYMUS NAPA VALLEY CABERNET SAUVIGNON 1.5L,B SIDE CABERNET NAPA VALLEY,1
107987900,1519,1090971010,desc_match,0.75,MER SOLEIL RESERVE CHARDONNAY 750ML,MER SOLEIL CHARDONNAY  CAYMUS ,1
107994682,24547,1722471020,desc_match,1.0,BONANZA CABERNET SAUVIGNON 750ML,BONANZA CABERNET SAUVIGNON ,1
108007970,14368,1722476012,desc_match,1.0,"CONUNDRUM RB 23 CONTAINS: 3CS 750ML EA CAYMUS ""50TH ANNIVERS"" & CONUND RED",CONUNDRUM RED,1
108749166,9707,8723610801,desc_match,1.0,"REMY MARTIN VSOP 1.75L, LITER, 750ML, 700ML",REMY  MARTIN V 750ML,1
108801132,10310,8832000314,desc_match,1.0,"MARQUES DE RISCAL   INCLUDES:RIOJA RESERVA ,ROSADO, RUEDA VERDEJO WHITE, ARIANZA & XR RESERVA 750ML",MARQUES DE RISCAL VERDEJO ,1
108801139,10310,8832000314,desc_match,1.0,"MARQUES DE RISCAL   INCLUDES:RIOJA RESERVA ,ROSADO, RUEDA VERDEJO WHITE, ARIANZA & XR RESERVA 750ML",MARQUES DE RISCAL VERDEJO ,1
108936241,10310,8832000314,desc_match,1.0,"MARQUES DE RISCAL   INCLUDES:RIOJA RESERVA ,ROSADO, RUEDA VERDEJO WHITE, ARIANZA & XR RESERVA 750ML",MARQUES DE RISCAL VERDEJO ,1
108936252,10310,8832000314,desc_match,1.0,"MARQUES DE RISCAL   INCLUDES:RIOJA RESERVA ,ROSADO, RUEDA VERDEJO WHITE, ARIANZA & XR RESERVA 750ML",MARQUES DE RISCAL VERDEJO ,1
109339324,15166,6478400011,desc_match,1.0,SAGAMORE RYE CASK6P CONTAINS: 1C 750ML SAGAMORE RYE CASK & 2B 375ML,SAGAMORE  RYE 750ML,1
109498401,18640,8124050110,desc_match,1.0,CLASE AZUL MEZ DUR3P CONTAINS: 1B 750ML EACH CLASE AZUL MEZCAL DUR/GUE/SLP,CLASE AZUL MEZCAL ,1
109538922,18423,4900005014,desc_match,1.0,"JACK DANIEL'S SPIRIT CANS   JACK & COKE , JACK & COKE ZERO, JACK CHERRY COKE, JACK & GINGER, HONEY LEMONADE, COKE SINGLE SERVE 16OZ, COKE ZERO SINGLE SERVE,VARIETY PACK 355ML",COKE ZERO,1
109552555,3355,5283210471,desc_match,0.75,"BRANCOTT CLASSICS   PINOT GRIGIO, PINOT NOIR, SAUVIGNON BLANC 750ML",BRANCOTT SAUVIGNON BLANC MARLB,1
109552610,524,5283210538,desc_match,0.75,CAMPO VIEJO GRAN RESERVA 750ML,CAMPO VIEJO GRAN RISERVA,1
109552763,865,874090,desc_match,1.0,CHIVAS REGAL 12YR   200ML 24PK = 1 CASE 375ML 12PK = 1 CASE 750ML 6PK = 1/2 CASE ALL SIZES,CHIVAS REGAL 12YR 750ML,1
109552764,1892,8043240038,desc_match,1.0,CHIVAS REGAL 12YR OLD 375ML & 200ML,CHIVAS REGAL 12YR 375ML,1
109552766,1892,8043240038,desc_match,1.0,CHIVAS REGAL 12YR OLD 375ML & 200ML,CHIVAS REGAL 12YR 375ML,1
109553560,23374,8954014157,desc_match,0.75,"HIRAM WALKER   CORDIALS, FRUIT BRANDIES, & CAFE AZTEC COFFEE LIQUEUR EXCLUDES 1.75L & TRIPLE SEC LARGE SIZES",HIRAM WALKER  TRP SEC 1.75 lt,1
109553561,23374,8954014157,desc_match,0.75,"HIRAM WALKER   CORDIALS, FRUIT BRANDIES, & CAFE AZTEC COFFEE LIQUEUR EXCLUDES 1.75L & TRIPLE SEC LARGE SIZES",HIRAM WALKER  TRP SEC 1.75 lt,1
109553562,23374,8954014157,desc_match,0.75,"HIRAM WALKER   CORDIALS , FRUIT BRANDIES, CAFE AZTEC COFFEE LIQUER EXCLUDES TRIPLE SEC 1.75L ONLY",HIRAM WALKER  TRP SEC 1.75 lt,1
109553580,23374,8954014157,desc_match,0.75,"HIRAM WALKER   CORDIALS , FRUIT BRANDIES, CAFE AZTEC COFFEE LIQUER EXCLUDES TRIPLE SEC 1.75L ONLY",HIRAM WALKER  TRP SEC 1.75 lt,1
109553765,3502,5011007015381,desc_match,1.0,JAMESON 18YR 750ML,JAMESON 18YR OLD,1
109553796,3502,5011007015381,desc_match,1.0,JAMESON 18YR 750ML,JAMESON 18YR OLD,1
109553880,2739,5011007003227,desc_match,1.0,JAMESON IRISH WHISKEY LITER,JAMESON IRISH 1L,1
109559968,8833,8954052016,desc_match,1.0,MALIBU RUM   COCONUT & FLAVORS EXCLUDES BLACK LITER,MALIBU RUM BLACK LITER,1
109561177,1606,8043240123,desc_match,1.0,"SEAGRAM EXTRA DRY GIN AND TWISTED   EXCLUDES:50ML 1.75L,LITER,750ML,375ML,200ML,100ML",SEAGRAM GIN 750ML,1
109561199,1606,8043240123,desc_match,1.0,"SEAGRAM EXTRA DRY GIN AND TWISTED   EXCLUDES:50ML 1.75L,LITER,750ML,375ML,200ML,100ML",SEAGRAM GIN 750ML,1
109561201,1606,8043240123,desc_match,1.0,"SEAGRAM EXTRA DRY GIN AND TWISTED   EXCLUDES:50ML 1.75L,LITER,750ML,375ML,200ML,100ML",SEAGRAM GIN 750ML,1
109562778,7932,8043240066,desc_match,1.0,GLENLIVET 18YR OLD 750ML,GLENLIVET 18YR 750ML,1
109562811,24529,8043200087,desc_match,1.0,GLENLIVET FUSION CASK 6PK 750ML,GLENLIVET FUSION CASK 750 ML ,1
109595426,4447,5003759717,desc_match,1.0,TIA MARIA COLD BREW MARTINI GLASS   6PK = FULL CASE 750ML,TIA MARIA 750ML,1
109638783,21292,8520000577,desc_match,1.0,SEAGLASS 750ML,SEAGLASS CHARDONNAY ,1
109642773,15483,8520091876-CS,desc_match,1.0,SUTTER HOME 187ML,SUTTER HOME 187ML SWEET RED CS,1
109644140,15483,8520091876-CS,desc_match,1.0,SUTTER HOME 187ML,SUTTER HOME 187ML SWEET RED CS,1
109644366,15483,8520091876-CS,desc_match,1.0,SUTTER HOME 187ML,SUTTER HOME 187ML SWEET RED CS,1
109644815,15483,8520091876-CS,desc_match,1.0,SUTTER HOME 187ML,SUTTER HOME 187ML SWEET RED CS,1
109675577,24379,8254499219,desc_match,0.75,"OLD VINE RANCH   INCLUDES:LOT 75, CABERNET SAUVIGNON,ROSE & SAUVIGNON BLANC 750ML",OLD SOUL SAUVIGNON BLANC ,1
109716017,22598,8600325506,desc_match,1.0,THE PRISONER RED BLEND 375ML,THE PRISONER RED BLEND ,1
109762706,16899,8600325800,desc_match,1.0,"SALDO WINES   INCLUDES: RED BLEND,ZINFANDEL, CHENIN BLANC 750ML",SALDO ZINFANDEL,1
109840112,1355,3329300380,desc_match,1.0,"FREIXENET   CORDON BRUT,FREIX CORD EXTRA DRY,FREIX CORDON ROSADO 750ML & 1.5L",FREIXENET EXTRA DRY 750ML,1
10986002226,3073,1098600222,upc_user_rule,1.0,KENWOOD DISCOVERY SERIES   375ML 12PK = 1/2 CASE 750ML,KENWOOD SONOMA CAB SAUV,0
10986002813,3076,1098600281,upc_user_rule,1.0,KENWOOD DISCOVERY SERIES   375ML 12PK = 1/2 CASE 750ML,KENWOOD RUSS RIV PINOT NOIR,0
109860030322,9306,1098600303,upc_strip_tail2,1.0,KENWOOD DISCOVERY SERIES   375ML 12PK = 1/2 CASE 750ML,KENWOOD SONOMA ZIN,0
10986006026,3075,1098600602,upc_user_rule,1.0,KENWOOD DISCOVERY SERIES   375ML 12PK = 1/2 CASE 750ML,KENWOOD SONOMA SAUV BLANC,0
10986007634,3072,1098600763,upc_user_rule,1.0,KENWOOD DISCOVERY SERIES   375ML 12PK = 1/2 CASE 750ML,KENWOOD SONOMA CHARDONNAY,0
10986010344,24908,1098601034,upc_user_rule,1.0,PERRIER JOUET BLASON ROSE SHAPE   6PK = FULL CASE 750ML,PERRIER JOUET BLASON ROSE ,0
10986010351,6828,5283210505,desc_match,0.75,"PERRIER JOUET GRAND BRUT SHAPE   6PK = FULL CASE 4PK-FULL CASE 1.75L,750ML & 375ML",PERR JOUET GRAND  BRUT 750ML,1
10986010405,524,5283210538,desc_match,0.75,CAMPO VIEJO FAMILY   ALL 6PK = 1/2 CASE EXCLUDES:GRAN RESERVA 750ML,CAMPO VIEJO GRAN RISERVA,1
10986010498,6828,5283210505,desc_match,0.75,"PERRIER JOUET GRAND BRUT SHAPE   6PK = FULL CASE 4PK-FULL CASE 1.75L,750ML & 375ML",PERR JOUET GRAND  BRUT 750ML,1
10986010511,20873,1098601051,upc_user_rule,1.0,CAMPO VIEJO RED BLEND   6PK = 1/2 CASE 750ML,CAMPO VIEJO THE RED BLEND ,1
10986010610,6828,5283210505,desc_match,0.75,"PERRIER JOUET GRAND BRUT SHAPE   6PK = FULL CASE 4PK-FULL CASE 1.75L,750ML & 375ML",PERR JOUET GRAND  BRUT 750ML,1
110134711,13276,8036896400,desc_match,0.75,"LIFEVINE   CABERNET SAUVIGNON,CHARDONNAY,PINOT NOIR,RED BLEND,ROSE SAUVIGNON BLANC,SPARKLING PINOT GRIGIO 750ML",AFFENTALER PINOT NOIR ROSE,1
11034410031,400,1103441003,upc_user_rule,1.0,MARTINI & ROSSI DRY & ROSSO VERMOUTH 1.5L,M&R VERM SWEET 1.5L,1
11034410048,5027,1103441004,upc_user_rule,1.0,"MARTINI & ROSSI DRY, ROSSO VERMOUTH & BIANCO LITERS",M&R VERM SWEET LITER,1
11034410055,1475,1103441005,upc_user_rule,1.0,"MARTINI & ROSSI , BIANCO, DRY & ROSSO VERMOUTH 750ML",M&R VERM SWEET 750ML,1
11034410079,5038,1103441007,upc_user_rule,1.0,MARTINI & ROSSI DRY & ROSSO VERMOUTH 375ML,M&R VERM SWEET 375ML,1
11034420030,398,1103442003,upc_user_rule,1.0,MARTINI & ROSSI DRY & ROSSO VERMOUTH 1.5L,M&R VERM  DRY 1.5L,1
11034420047,5006,1103442004,upc_user_rule,1.0,"MARTINI & ROSSI DRY, ROSSO VERMOUTH & BIANCO LITERS",M&R VERM  DRY 1L,1
11034420054,1309,1103442005,upc_user_rule,1.0,"MARTINI & ROSSI , BIANCO, DRY & ROSSO VERMOUTH 750ML",M&R VERM  DRY 750 ML ,1
11034420078,5016,1103442007,upc_user_rule,1.0,MARTINI & ROSSI DRY & ROSSO VERMOUTH 375ML,M&R VERM  DRY,1
11034430053,4998,11034430053,upc_exact,1.0,"MARTINI & ROSSI , BIANCO, DRY & ROSSO VERMOUTH 750ML",M&R BIANCO 750ML,1
11034500053,6654,1103450005,upc_user_rule,1.0,"MARTINI & ROSSI ASTI   375ML 12PK = 1/2 CASE 1.5L,750ML & 375ML",M&R ASTI 750ML,1
11034500077,623,1103450007,upc_user_rule,1.0,"MARTINI & ROSSI ASTI   375ML 12PK = 1/2 CASE 1.5L,750ML & 375ML",M&R ASTI,1
11034501005,3813,1103450100,upc_user_rule,1.0,MARTINI & ROSSI PROSECCO 750ML,M&R PROSECCO,1
11034503825,7548,1103450382,upc_user_rule,1.0,MARTINI & ROSSI SPARKLING ROSE 750ML,M&R ROSE 750ML,1
110658409,13035,5439600500,desc_match,1.0,"HIGH WEST   BOURBON, DOUBLE RYE, CAMPFIRE, RENDEZVOUS RYE INCLUDES PEAKS VAP 750ML",HIGH WEST DOUBLE RYE ,1
110840864,2925,3024480004522,desc_match,1.0,REMY XO   6PK 750ML = 1/2 CASE 750ML & 700ML,REMY XO 750ML,1
111111,6152,111111,upc_exact,1.0,"PATRON ANEJO, REPOSADO, SILVER,EXTRA ANEJO & CRISTALINO   6PK = 1/2 CASE EXTRA ANEJO & CRISTALINO 6PK=FULL CASE ""EXCLUDES VAPS"" INCLUDES COMBO (3839024,3841068 & 3841053) 750ML",QUINTA DO REGUEIRO ALBARINHO  ,0
11111111111111,19086,8068695711,desc_match,1.0,SUNTORY TOKI 750ML,SUNTORY TOKI JAPANESE WHISKEY,1
111111111117,21292,8520000577,desc_match,1.0,SEAGLASS 750ML,SEAGLASS CHARDONNAY ,1
111353308,18642,3604001925,desc_match,1.0,BROOKLYN  718 VOD6P CONTAINS: 2BTLS 750ML BROOKYLN GIN & 1BTLS 750ML 718 VODKA,BROOKLYN GIN ,1
118712667,24547,1722471020,desc_match,1.0,BONANZA CABERNET SAUVIGNON 1.5L,BONANZA CABERNET SAUVIGNON ,1
121767280,13720,8524650035,desc_match,1.0,MAKER'S MARK CASK STRENGTH 750ML,MAKER'S MARK CASK STRENGTH,1
121846114,16051,DOLCE LATE HARVEST,desc_match,1.0,FAR NIENTE DOLCE 375ML,DOLCE BY FAR NIENTE LATE HARVE,1
122576806,24547,1722471020,desc_match,1.0,BONANZA CABERNET SAUVIGNON 750ML,BONANZA CABERNET SAUVIGNON ,1
12354000995,15300,1235400099,upc_user_rule,1.0,19 CRIMES   EXCLUDES THE WARDEN 750ML,19 CRIMES RED BLEND ,1
12354001350,15301,1235400135,upc_user_rule,1.0,19 CRIMES   EXCLUDES THE WARDEN 750ML,19 CRIMES CABERNET SAUVIGNON,1
12354001688,15299,1235400168,upc_user_rule,1.0,19 CRIMES   EXCLUDES THE WARDEN 750ML,19 CRIMES THE BANISHED ,1
12354001848,16443,1235400184,upc_user_rule,1.0,19 CRIMES   EXCLUDES THE WARDEN 750ML,19 CRIMES SHIRAZ ,1
12354001930,17439,1235400193,upc_user_rule,1.0,19 CRIMES   EXCLUDES THE WARDEN 750ML,19 CRIMES THE UPRISING RED,1
12354001947,16444,1235400194,upc_user_rule,1.0,19 CRIMES   EXCLUDES THE WARDEN 750ML,19 CRIMES HARD CHARDONNAY,1
12354004290,19385,1235400429,upc_user_rule,1.0,"19 CRIMES MODERN   CALI RED BLEND, CALI ROSE, CALI BLANC, CALI GOLD CALI CHILL RED BLEND, CALI SMOOTH RED BLEND & CALI SWEET RED BLEND 750ML",19 CRIMES CALI RED ,1
12354005006,19385,1235400429,desc_match,1.0,"19 CRIMES MODERN   CALI RED BLEND, CALI ROSE, CALI BLANC, CALI GOLD CALI CHILL RED BLEND, CALI SMOOTH RED BLEND & CALI SWEET RED BLEND 750ML",19 CRIMES CALI RED ,1
12354007666,22222,1235400766,upc_user_rule,1.0,"19 CRIMES MODERN   CALI RED BLEND, CALI ROSE, CALI BLANC, CALI GOLD CALI CHILL RED BLEND, CALI SMOOTH RED BLEND & CALI SWEET RED BLEND 750ML",19 CRIMES CALI GOLD SPARKLING ,1
12354008113,19385,1235400429,desc_match,1.0,"19 CRIMES MODERN   CALI RED BLEND, CALI ROSE, CALI BLANC, CALI GOLD CALI CHILL RED BLEND, CALI SMOOTH RED BLEND & CALI SWEET RED BLEND 750ML",19 CRIMES CALI RED ,1
12354008991,15302,1235400160,desc_match,1.0,19 CRIMES   EXCLUDES THE WARDEN 750ML,"19 CRIMES ""THE WARDEN""",1
12354014954,19385,1235400429,desc_match,1.0,"19 CRIMES MODERN   CALI RED BLEND, CALI ROSE, CALI BLANC, CALI GOLD CALI CHILL RED BLEND, CALI SMOOTH RED BLEND & CALI SWEET RED BLEND 750ML",19 CRIMES CALI RED ,1
12354016156,15300,1235400099,desc_match,1.0,19 CRIMES AMERIKAZ MOST WANTED RED BLEND 750ML,19 CRIMES RED BLEND ,1
12354016552,19385,1235400429,desc_match,1.0,"19 CRIMES MODERN   CALI RED BLEND, CALI ROSE, CALI BLANC, CALI GOLD CALI CHILL RED BLEND, CALI SMOOTH RED BLEND & CALI SWEET RED BLEND 750ML",19 CRIMES CALI RED ,1
12354019751,19385,1235400429,desc_match,1.0,"19 CRIMES MODERN   CALI RED BLEND, CALI ROSE, CALI BLANC, CALI GOLD CALI CHILL RED BLEND, CALI SMOOTH RED BLEND & CALI SWEET RED BLEND 750ML",19 CRIMES CALI RED ,1
123837724,12999,5606545320112,desc_match,0.8,"QUINTA DO VALE   INCLUDES: MEANDRO, MEAO, & VINTAGE PORT 6PK=1 CASE 750ML",QUINTA VALE MARIA PORT VINTAGE,1
124644418,530,8068600140,desc_match,1.0,JIM BEAM BOURBON SOCCER 750ML,JIM BEAM 750ML,1
124645361,515,8068600110,desc_match,1.0,JIM BEAM SOCCER 1.75L,JIM BEAM 1.75L,1
127208843,4617,8068664640,desc_match,1.0,KNOB CREEK BOURBON BLUE DIP 750ML,KNOB CREEK  750ML,1
127307,8653,8470409804,desc_match,1.0,"KORBEL SPARKLING   KORBEL BRUT, KORBEL XDRY , SWEET CUVEE, SWEET ROSE KORBEL BL/NOIR NV, KORBEL BRUT ROSE KORBEL BRUT ORGANIC,  KORBEL NATURAL KORBEL BRUT CALIFORNIA CHAMPAGNE 250TH ANNIVERSARY LTO 750ML",KORBEL SWEET CUVEE,1
127307947,8653,8470409804,desc_match,1.0,"KORBEL SPARKLING   KORBEL BRUT, KORBEL XDRY , SWEET CUVEE, SWEET ROSE KORBEL BL/NOIR NV, KORBEL BRUT ROSE KORBEL BRUT ORGANIC,  KORBEL NATURAL KORBEL BRUT CALIFORNIA CHAMPAGNE 250TH ANNIVERSARY LTO 750ML",KORBEL SWEET CUVEE,1
13024070010,307,1302407001,upc_user_rule,1.0,TREFETHEN CHARDONNAY 750ML,TREFETHEN CHARD,0
13024170017,430,1302417001,upc_user_rule,1.0,TREFETHEN CABERNET SAUVIGNON 750ML,TREFETHEN CAB SAUV,0
130241700176,430,1302417001,upc_strip_tail2,1.0,TREFETHEN CABERNET SAUVIGNON 750ML,TREFETHEN CAB SAUV,0
13024570015,3281,13024570015,upc_exact,1.0,TREFETHEN DRY RIESLING ESTATE 750ML,TREFETHEN  RIESLING DRY XXXXXX,0
13024770019,3235,1302477001,upc_user_rule,1.0,TREFETHEN MERLOT 750ML,TREFETHEN MERLOT  XXXXXX,0
15917026951,459,8158413151,desc_match,1.0,"KENDALL JACKSON VINTNERS RESERVE   EXCLUDING CHARDONNAY, PINOT GRIS & PINOT NOIR AND SELECT 750ML,375ML",K JACKSON  PINOT NOIR,1
17224113102,24417,1722471310,desc_match,1.0,CAYMUS CABERNET SAUVIGNON CALIFORNIA 2022 1.5L,CAYMUS CALIFORNIA CABERNET,1
17224312109,6886,3330200170,desc_match,0.75,CAYMUS NAPA VALLEY CABERNET SAUVIGNON 3 LITER,B SIDE CABERNET NAPA VALLEY,1
17224513100,24417,1722471310,desc_match,1.0,CAYMUS CABERNET SAUVIGNON CALIFORNIA 2022 375ML,CAYMUS CALIFORNIA CABERNET,1
17224712107,123,1722471210,upc_user_rule,1.0,CAYMUS NAPA CABERNET SAUVIGNON 750ML,CAYMUS NAPA CAB    *****,1
17224713104,24417,1722471310,upc_user_rule,1.0,"CAYMUS CABERNET SAUVIGNON, CALIFORNIA 750ML",CAYMUS CALIFORNIA CABERNET,1
17224720102,17237,1722472010,upc_user_rule,1.0,CAYMUS CABERNET SAUVIGNON SPECIAL SELECTION   6PK = FULL CASE 750ML,CAYMUS SPECIAL SELECTION ,1
184745000072,23617,8312001504,desc_match,1.0,"CHARLES SMITH WINES   INCLUDES:EVE CHARDONNAY,KUNG FU GIRL RIESLING,THE VELVET DEVIL MERLOT, BOOM BOOM,SYRAH & CHATEAU SMITH CABERNET SAUVIGNON 750ML",KUNG FU GIRL RIESLING 750 ML ,1
184745000201,23617,8312001504,desc_match,1.0,"CHARLES SMITH WINES   INCLUDES:EVE CHARDONNAY,KUNG FU GIRL RIESLING,THE VELVET DEVIL MERLOT, BOOM BOOM,SYRAH & CHATEAU SMITH CABERNET SAUVIGNON 750ML",KUNG FU GIRL RIESLING 750 ML ,1
185977000076,7418,185977000076,upc_exact,1.0,FOUR GRACES 750ML,FOUR GRACES PINOT NOIR,0
186332000892,6655,8633200092,desc_match,1.0,SELETA CACHACA LITER,CACHACA SELETA SILVER,1
188985000113,16378,8898500011,upc_strip_both,1.0,JOEL GOTT   EXCLUDES :SELECT #815 CABERNET SAUVIGNON & SAUVIGNON BLANC 750ML,JOEL GOTT CA SAUV BLANC,1
188985000120,16381,8898500012,upc_strip_both,1.0,JOEL GOTT   EXCLUDES :SELECT #815 CABERNET SAUVIGNON & SAUVIGNON BLANC 750ML,JOEL GOTT CA ZINFANDEL,1
196383000413,13915,5412500302,desc_match,1.0,TRES AGAVES EXTRA ANEJO TEQUILA   #0642440 750ML,TRES AGAVES ANEJO 750ML,1
19638300182300,13915,5412500302,desc_match,1.0,"TRES AGAVES   INCLUDES: ANEJO, EXTRA ANEJO, BLANCO, REPOSADO & TRES AGAVES MIXERS 750ML",TRES AGAVES ANEJO 750ML,1
196383008648,24823,9638300864,upc_strip_both,1.0,"TRES AGAVES   INCLUDES: ANEJO, EXTRA ANEJO, BLANCO, REPOSADO & TRES AGAVES MIXERS 750ML",TRES AGAVES JALAP MARGA MIX 1L,1
21893786307,1438,2189378630,upc_user_rule,1.0,"ENOVATION WHITES   INCLUDES:  CA'MONTINI, ELETTRA, POGGIO DEL CONCONE & SALDENYA 6PK = 1/2 CASE 750ML",CA MONTINI PINOT GRIGIO 750ml,1
218937887766,1281,2189378877,upc_strip_tail2,1.0,LUNA DI LUNA PINOT GRIGIO AND RED BLEND 1.5L & 750ML,LUNA DI LUNA RED BLEND  1.5L,1
218937890872,1280,2189378908,upc_strip_tail2,1.0,LUNA DI LUNA PINOT GRIGIO AND RED BLEND 1.5L & 750ML,LUNA DI LUNA RED BLEND 750 ML ,1
21893795088,10968,2189379508,upc_user_rule,1.0,"VOGA STILLS   VOGA PINOT GRIGIO, MOSCATO,ROSA,PROSECCO, PROSECCO STILL SPARKLING ROSE, ROSE PROSECCO & VODKA 750ML & LITERS 6PK=FULL CASE 6395140 6PK = 1/2 CASE 750ML & LITER",VOGA PINOT GRIGIO  750ml,1
21893796559,11211,2189379655,upc_user_rule,1.0,"VOGA STILLS   VOGA PINOT GRIGIO, MOSCATO,ROSA,PROSECCO, PROSECCO STILL SPARKLING ROSE, ROSE PROSECCO & VODKA 750ML & LITERS 6PK=FULL CASE 6395140 6PK = 1/2 CASE 750ML & LITER",VOGA  MOSCATO  750ML,1
22851400266,16253,2285140026,upc_user_rule,1.0,ANIS DEL MONO DULCE & SECO   INCLUDES COMBO ALL SIZES,ANIS  DEL MONO DULCE  750ML,1
26964194425,15361,2696433422,desc_match,0.8,FLOR DE CANA 4 YEAR OLD GOLD & WHITE 1.75L & 750ML,FLOR DE CANA 5 YEAR RUM,1
26964904291,23361,2696490429,upc_user_rule,1.0,FLOR DE CANA 4 YEAR OLD GOLD & WHITE 1.75L & 750ML,FLOR DE CANA WHITE 4 YEARS ,1
29929115091,4104,2992911549,desc_match,1.0,"LICOR 43   375ML 12PK = 1/2 CASE MIX & MATCH 750ML 6PK = 1/2 CASE 750ML,375ML",LICOR 43 750ML,1
29929115411,4104,2992911549,desc_match,1.0,"LICOR 43   375ML 12PK = 1/2 CASE MIX & MATCH 750ML 6PK = 1/2 CASE 750ML,375ML",LICOR 43 750ML,1
29929115466,22824,2992911546,upc_user_rule,1.0,LICOR 43 HORCHATA 750ML,LICOR 43 HORCHATA 750 ML,1
29929115473,4104,2992911549,desc_match,1.0,"LICOR 43   375ML 12PK = 1/2 CASE MIX & MATCH 750ML 6PK = 1/2 CASE 750ML,375ML",LICOR 43 750ML,1
29929115480,22532,2992911548,upc_user_rule,1.0,LICOR 43 CHOCOLATE CONTAINS: LIC 43 CHOC & CREM BRU 3 BTL750ML EACH,LICOR 43 CHOCOLATE 750 ML ,1
29929115510,23695,2992911551,upc_user_rule,1.0,LICOR 43 CREME BRL6P CONTAINS: LIC 43 CHOC & CREM BRU 3 BTL750ML EACH,LICOR 43 CREME BRULLE 750 ML ,1
29929115596,4104,2992911549,desc_match,1.0,"LICOR 43   CHOCOLATE, CREME BRULEE CARAMEL COOKIE, AND HORCHATA 750ML",LICOR 43 750ML,1
